,act_state,request,sys_updated_on,outcome,elapsed_days,days_to_end
0,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:39,Closed Complete,0.0,
1,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:39,Closed Complete,0.0,
2,7ba4ec3e1be7749456f2ece5604bcb07 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:39,Closed Complete,0.0,
3,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:40,Closed Complete,1.1574074074074072e-05,
4,b019b9a2dba71454b890bd5c68961990 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:40,Closed Complete,1.1574074074074072e-05,
5,40abdc16877b30d094f140490cbb351d (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:40,Closed Complete,1.1574074074074072e-05,
6,590a79518733b09094f140490cbb3580 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:41,Closed Complete,2.3148148148148147e-05,
7,3385105e87f730d094f140490cbb35cd (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:41,Closed Complete,2.3148148148148147e-05,
8,16ef04da87b730d094f140490cbb350d (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:42,Closed Complete,3.472222222222222e-05,
9,00e9e12587604d9494f140490cbb357f (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 09:32:42,Closed Complete,3.472222222222222e-05,
10,da0a989e873b30d094f140490cbb3593 (-5),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 10:15:18,Closed Complete,0.0296180555555555,
11,8e4d445287b730d094f140490cbb35b4 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 10:19:34,Closed Complete,0.0325810185185185,
12,16ef04da87b730d094f140490cbb350d (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 10:59:14,Closed Complete,0.0601273148148148,
13,3385105e87f730d094f140490cbb35cd (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-03 12:03:02,Closed Complete,0.1044328703703703,
14,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 00:22:04,Closed Complete,0.617650462962963,
15,b019b9a2dba71454b890bd5c68961990 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 00:22:11,Closed Complete,0.6177314814814815,
16,590a79518733b09094f140490cbb3580 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 00:22:18,Closed Complete,0.6178125,
17,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
18,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
19,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
20,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
21,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
22,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
23,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
24,9e7005e2db8f50107ea8264cd39619b5 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:16,Closed Complete,0.7066782407407407,
25,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:20,Closed Complete,0.7067245370370371,
26,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:20,Closed Complete,0.7067245370370371,
27,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:20,Closed Complete,0.7067245370370371,
28,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:20,Closed Complete,0.7067245370370371,
29,5d27f19587ff709094f140490cbb3528 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:20,Closed Complete,0.7067245370370371,
30,7ba4ec3e1be7749456f2ece5604bcb07 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:25,Closed Complete,0.7067824074074074,
31,7ba4ec3e1be7749456f2ece5604bcb07 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 02:30:25,Closed Complete,0.7067824074074074,
32,7ba4ec3e1be7749456f2ece5604bcb07 (2),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 04:58:12,Closed Complete,0.8094097222222222,
33,7ba4ec3e1be7749456f2ece5604bcb07 (2),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 04:58:12,Closed Complete,0.8094097222222222,
34,7ba4ec3e1be7749456f2ece5604bcb07 (2),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 04:58:12,Closed Complete,0.8094097222222222,
35,7ba4ec3e1be7749456f2ece5604bcb07 (2),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 04:58:12,Closed Complete,0.8094097222222222,
36,b019b9a2dba71454b890bd5c68961990 (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 05:13:34,Closed Complete,0.8200810185185186,
37,b019b9a2dba71454b890bd5c68961990 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 10:16:59,Closed Complete,1.0307870370370371,
38,b019b9a2dba71454b890bd5c68961990 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 10:16:59,Closed Complete,1.0307870370370371,
39,b019b9a2dba71454b890bd5c68961990 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 10:16:59,Closed Complete,1.0307870370370371,
40,8e4d445287b730d094f140490cbb35b4 (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 14:39:04,Closed Complete,1.2127893518518518,
41,40abdc16877b30d094f140490cbb351d (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 16:25:27,Closed Complete,1.2866666666666666,
42,16ef04da87b730d094f140490cbb350d (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-04 16:29:45,Closed Complete,1.2896527777777778,
43,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-05 08:03:47,Closed Complete,1.938287037037037,
44,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-05 08:03:47,Closed Complete,1.938287037037037,
45,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-05 08:03:47,Closed Complete,1.938287037037037,
46,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-05 08:03:47,Closed Complete,1.938287037037037,
47,aa347d1d87bf709094f140490cbb35a2 (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-05 08:03:47,Closed Complete,1.938287037037037,
48,40abdc16877b30d094f140490cbb351d (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 08:46:09,Closed Complete,3.967708333333333,
49,40abdc16877b30d094f140490cbb351d (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 08:46:09,Closed Complete,3.967708333333333,
50,00e9e12587604d9494f140490cbb357f (1),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 09:07:26,Closed Complete,3.982488425925926,
51,9e7005e2db8f50107ea8264cd39619b5 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 10:19:48,Closed Complete,4.032743055555556,
52,9e7005e2db8f50107ea8264cd39619b5 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 10:19:48,Closed Complete,4.032743055555556,
53,590a79518733b09094f140490cbb3580 (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 10:43:15,Closed Complete,4.049027777777778,
54,aa347d1d87bf709094f140490cbb35a2 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 11:18:17,Closed Complete,4.073356481481482,
55,aa347d1d87bf709094f140490cbb35a2 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 11:18:17,Closed Complete,4.073356481481482,
56,5d27f19587ff709094f140490cbb3528 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 11:21:37,Closed Complete,4.075671296296297,
57,5d27f19587ff709094f140490cbb3528 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-07 11:21:37,Closed Complete,4.075671296296297,
58,3385105e87f730d094f140490cbb35cd (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-08 11:43:06,Closed Complete,5.090590277777777,
59,3385105e87f730d094f140490cbb35cd (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-08 11:43:06,Closed Complete,5.090590277777777,
60,da0a989e873b30d094f140490cbb3593 (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-08 12:12:15,Closed Complete,5.110833333333333,
61,00e9e12587604d9494f140490cbb357f (122),4bb53fbb87d901d05addc8490cbb354d,2022-02-11 10:22:16,Closed Complete,8.034456018518519,
62,7ba4ec3e1be7749456f2ece5604bcb07 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-14 10:54:48,Closed Complete,11.057048611111112,
63,7ba4ec3e1be7749456f2ece5604bcb07 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-14 10:54:48,Closed Complete,11.057048611111112,
64,8e4d445287b730d094f140490cbb35b4 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,11.852523148148148,
65,8e4d445287b730d094f140490cbb35b4 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,11.852523148148148,
66,16ef04da87b730d094f140490cbb350d (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,11.852523148148148,
67,16ef04da87b730d094f140490cbb350d (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-15 06:00:17,Closed Complete,11.852523148148148,
68,590a79518733b09094f140490cbb3580 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-18 06:00:13,Closed Complete,14.852476851851852,
69,590a79518733b09094f140490cbb3580 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-18 06:00:13,Closed Complete,14.852476851851852,
70,da0a989e873b30d094f140490cbb3593 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-19 06:00:10,Closed Complete,15.85244212962963,
71,da0a989e873b30d094f140490cbb3593 (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-19 06:00:10,Closed Complete,15.85244212962963,
72,00e9e12587604d9494f140490cbb357f (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:08,Closed Complete,18.85241898148148,
73,00e9e12587604d9494f140490cbb357f (3),4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:08,Closed Complete,18.85241898148148,
74,Closed Complete,4bb53fbb87d901d05addc8490cbb354d,2022-02-22 06:00:09,Closed Complete,18.852430555555554,0.0
75,3385105e87f730d094f140490cbb35cd (1),39dffa3847ad0950064af271e36d4369,2022-02-06 08:11:04,Closed Complete,0.0,
76,3385105e87f730d094f140490cbb35cd (1),39dffa3847ad0950064af271e36d4369,2022-02-06 08:11:04,Closed Complete,0.0,
77,00e9e12587604d9494f140490cbb357f (1),39dffa3847ad0950064af271e36d4369,2022-02-06 08:11:05,Closed Complete,1.1574074074074072e-05,
78,da0a989e873b30d094f140490cbb3593 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 01:08:27,Closed Complete,0.7065162037037037,
79,8e4d445287b730d094f140490cbb35b4 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 02:45:50,Closed Complete,0.7741435185185185,
80,40abdc16877b30d094f140490cbb351d (1),39dffa3847ad0950064af271e36d4369,2022-02-07 08:47:05,Closed Complete,1.0250115740740742,
81,16ef04da87b730d094f140490cbb350d (1),39dffa3847ad0950064af271e36d4369,2022-02-07 10:48:26,Closed Complete,1.1092824074074077,
82,5d27f19587ff709094f140490cbb3528 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:22:39,Closed Complete,1.1330439814814814,
83,9e7005e2db8f50107ea8264cd39619b5 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:22:56,Closed Complete,1.1332407407407408,
84,b019b9a2dba71454b890bd5c68961990 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:23:39,Closed Complete,1.133738425925926,
85,aa347d1d87bf709094f140490cbb35a2 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:23:51,Closed Complete,1.133877314814815,
86,3385105e87f730d094f140490cbb35cd (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:35:29,Closed Complete,1.1419560185185185,
87,c04428de87fb30d094f140490cbb3516 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 11:56:31,Closed Complete,1.1565625,
88,7ba4ec3e1be7749456f2ece5604bcb07 (1),39dffa3847ad0950064af271e36d4369,2022-02-07 14:06:26,Closed Complete,1.2467824074074074,
89,8e4d445287b730d094f140490cbb35b4 (122),39dffa3847ad0950064af271e36d4369,2022-02-08 03:58:16,Closed Complete,1.8244444444444443,
90,3385105e87f730d094f140490cbb35cd (122),39dffa3847ad0950064af271e36d4369,2022-02-08 11:50:15,Closed Complete,2.152210648148148,
91,40abdc16877b30d094f140490cbb351d (122),39dffa3847ad0950064af271e36d4369,2022-02-08 13:05:26,Closed Complete,2.2044212962962964,
92,16ef04da87b730d094f140490cbb350d (122),39dffa3847ad0950064af271e36d4369,2022-02-08 16:58:07,Closed Complete,2.3660069444444445,
93,5d27f19587ff709094f140490cbb3528 (122),39dffa3847ad0950064af271e36d4369,2022-02-09 08:38:55,Closed Complete,3.019340277777778,
94,c04428de87fb30d094f140490cbb3516 (3),39dffa3847ad0950064af271e36d4369,2022-02-09 08:42:36,Closed Complete,3.021898148148148,
95,c04428de87fb30d094f140490cbb3516 (3),39dffa3847ad0950064af271e36d4369,2022-02-09 08:42:36,Closed Complete,3.021898148148148,
96,aa347d1d87bf709094f140490cbb35a2 (122),39dffa3847ad0950064af271e36d4369,2022-02-09 08:57:59,Closed Complete,3.0325810185185187,
97,b019b9a2dba71454b890bd5c68961990 (122),39dffa3847ad0950064af271e36d4369,2022-02-09 14:20:40,Closed Complete,3.256666666666667,
98,9e7005e2db8f50107ea8264cd39619b5 (-5),39dffa3847ad0950064af271e36d4369,2022-02-09 14:24:06,Closed Complete,3.259050925925926,
99,9e7005e2db8f50107ea8264cd39619b5 (-5),39dffa3847ad0950064af271e36d4369,2022-02-09 14:24:06,Closed Complete,3.259050925925926,
100,7ba4ec3e1be7749456f2ece5604bcb07 (122),39dffa3847ad0950064af271e36d4369,2022-02-09 14:33:07,Closed Complete,3.2653125,
101,da0a989e873b30d094f140490cbb3593 (122),39dffa3847ad0950064af271e36d4369,2022-02-10 16:09:03,Closed Complete,4.331932870370371,
102,00e9e12587604d9494f140490cbb357f (2),39dffa3847ad0950064af271e36d4369,2022-02-10 20:18:32,Closed Complete,4.505185185185185,
103,40abdc16877b30d094f140490cbb351d (3),39dffa3847ad0950064af271e36d4369,2022-02-11 07:20:59,Closed Complete,4.965219907407407,
104,40abdc16877b30d094f140490cbb351d (3),39dffa3847ad0950064af271e36d4369,2022-02-11 07:20:59,Closed Complete,4.965219907407407,
105,00e9e12587604d9494f140490cbb357f (122),39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,9.959594907407409,
106,00e9e12587604d9494f140490cbb357f (122),39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,9.959594907407409,
107,00e9e12587604d9494f140490cbb357f (122),39dffa3847ad0950064af271e36d4369,2022-02-16 07:12:53,Closed Complete,9.959594907407409,
108,3385105e87f730d094f140490cbb35cd (3),39dffa3847ad0950064af271e36d4369,2022-02-17 17:07:05,Closed Complete,11.372233796296296,
109,3385105e87f730d094f140490cbb35cd (3),39dffa3847ad0950064af271e36d4369,2022-02-17 17:07:05,Closed Complete,11.372233796296296,
110,8e4d445287b730d094f140490cbb35b4 (3),39dffa3847ad0950064af271e36d4369,2022-02-18 06:00:27,Closed Complete,11.90929398148148,
111,8e4d445287b730d094f140490cbb35b4 (3),39dffa3847ad0950064af271e36d4369,2022-02-18 06:00:27,Closed Complete,11.90929398148148,
112,16ef04da87b730d094f140490cbb350d (3),39dffa3847ad0950064af271e36d4369,2022-02-19 06:00:18,Closed Complete,12.909189814814814,
113,16ef04da87b730d094f140490cbb350d (3),39dffa3847ad0950064af271e36d4369,2022-02-19 06:00:18,Closed Complete,12.909189814814814,
114,aa347d1d87bf709094f140490cbb35a2 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
115,7ba4ec3e1be7749456f2ece5604bcb07 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
116,5d27f19587ff709094f140490cbb3528 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
117,b019b9a2dba71454b890bd5c68961990 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
118,5d27f19587ff709094f140490cbb3528 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
119,b019b9a2dba71454b890bd5c68961990 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
120,aa347d1d87bf709094f140490cbb35a2 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
121,7ba4ec3e1be7749456f2ece5604bcb07 (3),39dffa3847ad0950064af271e36d4369,2022-02-20 06:00:35,Closed Complete,13.909386574074071,
122,da0a989e873b30d094f140490cbb3593 (3),39dffa3847ad0950064af271e36d4369,2022-02-21 06:00:10,Closed Complete,14.909097222222222,
123,da0a989e873b30d094f140490cbb3593 (3),39dffa3847ad0950064af271e36d4369,2022-02-21 06:00:10,Closed Complete,14.909097222222222,
124,00e9e12587604d9494f140490cbb357f (3),39dffa3847ad0950064af271e36d4369,2022-02-27 06:00:11,Closed Complete,20.90910879629629,
125,9e7005e2db8f50107ea8264cd39619b5 (122),39dffa3847ad0950064af271e36d4369,2022-03-01 14:03:09,Closed Complete,23.244502314814813,
126,9e7005e2db8f50107ea8264cd39619b5 (3),39dffa3847ad0950064af271e36d4369,2022-03-12 06:00:49,Closed Complete,33.90954861111111,
127,9e7005e2db8f50107ea8264cd39619b5 (3),39dffa3847ad0950064af271e36d4369,2022-03-18 07:27:40,Closed Complete,39.96986111111111,
128,Closed Complete,39dffa3847ad0950064af271e36d4369,2022-03-18 07:27:41,Closed Complete,39.96987268518518,0.0
129,3385105e87f730d094f140490cbb35cd (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:56,Closed Complete,0.0,
130,7ba4ec3e1be7749456f2ece5604bcb07 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:56,Closed Complete,0.0,
131,b019b9a2dba71454b890bd5c68961990 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
132,5d27f19587ff709094f140490cbb3528 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
133,da0a989e873b30d094f140490cbb3593 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
134,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
135,00e9e12587604d9494f140490cbb357f (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
136,c04428de87fb30d094f140490cbb3516 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
137,16ef04da87b730d094f140490cbb350d (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
138,40abdc16877b30d094f140490cbb351d (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:53:57,Closed Complete,1.1574074074074072e-05,
139,9e7005e2db8f50107ea8264cd39619b5 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:55:59,Closed Complete,0.0014236111111111,
140,8e4d445287b730d094f140490cbb35b4 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 15:57:14,Closed Complete,0.0022916666666666,
141,3385105e87f730d094f140490cbb35cd (2),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 17:58:48,Closed Complete,0.0867129629629629,
142,3385105e87f730d094f140490cbb35cd (2),e959f6ed97e9c990d903bfafe153af8e,2022-02-08 17:58:48,Closed Complete,0.0867129629629629,
143,b019b9a2dba71454b890bd5c68961990 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 03:57:42,Closed Complete,0.5026157407407408,
144,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 03:58:27,Closed Complete,0.5031365740740741,
145,00e9e12587604d9494f140490cbb357f (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 03:58:46,Closed Complete,0.5033564814814815,
146,5d27f19587ff709094f140490cbb3528 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 04:26:40,Closed Complete,0.5227314814814815,
147,7ba4ec3e1be7749456f2ece5604bcb07 (-5),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 04:37:16,Closed Complete,0.5300925925925926,
148,16ef04da87b730d094f140490cbb350d (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 08:34:30,Closed Complete,0.694837962962963,
149,00e9e12587604d9494f140490cbb357f (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-09 12:03:17,Closed Complete,0.8398263888888889,
150,b019b9a2dba71454b890bd5c68961990 (-5),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 04:44:37,Closed Complete,1.5351967592592592,
151,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 04:55:51,Closed Complete,1.5429976851851852,
152,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 04:55:51,Closed Complete,1.5429976851851852,
153,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 04:55:51,Closed Complete,1.5429976851851852,
154,aa347d1d87bf709094f140490cbb35a2 (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 04:55:51,Closed Complete,1.5429976851851852,
155,b019b9a2dba71454b890bd5c68961990 (2),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 06:07:56,Closed Complete,1.5930555555555554,
156,b019b9a2dba71454b890bd5c68961990 (2),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 06:07:56,Closed Complete,1.5930555555555554,
157,b019b9a2dba71454b890bd5c68961990 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 15:27:05,Closed Complete,1.9813541666666667,
158,da0a989e873b30d094f140490cbb3593 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-10 16:08:18,Closed Complete,2.009976851851852,
159,40abdc16877b30d094f140490cbb351d (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-11 07:24:00,Closed Complete,2.6458796296296296,
160,40abdc16877b30d094f140490cbb351d (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-11 07:24:00,Closed Complete,2.6458796296296296,
161,da0a989e873b30d094f140490cbb3593 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-11 08:33:33,Closed Complete,2.6941782407407406,
162,aa347d1d87bf709094f140490cbb35a2 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:00:57,Closed Complete,5.463206018518519,
163,00e9e12587604d9494f140490cbb357f (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:06:50,Closed Complete,5.467291666666667,
164,00e9e12587604d9494f140490cbb357f (1),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 03:06:50,Closed Complete,5.467291666666667,
165,da0a989e873b30d094f140490cbb3593 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 12:56:40,Closed Complete,5.876898148148148,
166,da0a989e873b30d094f140490cbb3593 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 12:56:40,Closed Complete,5.876898148148148,
167,16ef04da87b730d094f140490cbb350d (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 13:54:30,Closed Complete,5.917060185185186,
168,16ef04da87b730d094f140490cbb350d (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 13:54:30,Closed Complete,5.917060185185186,
169,c04428de87fb30d094f140490cbb3516 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 14:44:08,Closed Complete,5.951527777777778,
170,c04428de87fb30d094f140490cbb3516 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 14:44:08,Closed Complete,5.951527777777778,
171,7ba4ec3e1be7749456f2ece5604bcb07 (-5),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 15:45:21,Closed Complete,5.994039351851852,
172,7ba4ec3e1be7749456f2ece5604bcb07 (-5),e959f6ed97e9c990d903bfafe153af8e,2022-02-14 18:52:26,Closed Complete,6.123958333333333,
173,9e7005e2db8f50107ea8264cd39619b5 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-17 00:39:57,Closed Complete,8.365289351851851,
174,9e7005e2db8f50107ea8264cd39619b5 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-17 00:39:57,Closed Complete,8.365289351851851,
175,5d27f19587ff709094f140490cbb3528 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:39,Closed Complete,10.587997685185185,
176,5d27f19587ff709094f140490cbb3528 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:39,Closed Complete,10.587997685185185,
177,8e4d445287b730d094f140490cbb35b4 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:40,Closed Complete,10.58800925925926,
178,8e4d445287b730d094f140490cbb35b4 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-19 06:00:40,Closed Complete,10.58800925925926,
179,b019b9a2dba71454b890bd5c68961990 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-21 06:00:16,Closed Complete,12.587731481481482,
180,b019b9a2dba71454b890bd5c68961990 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-21 06:00:16,Closed Complete,12.587731481481482,
181,7ba4ec3e1be7749456f2ece5604bcb07 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-21 23:42:32,Closed Complete,13.325416666666667,
182,7ba4ec3e1be7749456f2ece5604bcb07 (122),e959f6ed97e9c990d903bfafe153af8e,2022-02-21 23:42:32,Closed Complete,13.325416666666667,
183,aa347d1d87bf709094f140490cbb35a2 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-24 06:00:01,Closed Complete,15.58755787037037,
184,c04428de87fb30d094f140490cbb3516 (3),e959f6ed97e9c990d903bfafe153af8e,2022-02-25 06:00:37,Closed Complete,16.587974537037038,
