request,cat_item,sys_updated_on,assignment_group,state,outcome,act_state,act_dv_state,ending_timestamp,seconds_to_end,days_to_end,elapsed_seconds,elapsed_days
55dbb21e9747c554ee61bc8fe153af2e,2f4d9e1fdb5b14507ea8264cd39619f9,2022-04-26 14:18:40.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,2f4d9e1fdb5b14507ea8264cd39619f9 (1),2f4d9e1fdb5b14507ea8264cd39619f9 (Open),2022-05-30 22:02:07,2965408,34.321851851851854,0,0.0
55dbb21e9747c554ee61bc8fe153af2e,da0a989e873b30d094f140490cbb3593,2022-04-26 14:18:40.000,ffb84337db3d2410ca98166f299619c5,1,Closed Complete,da0a989e873b30d094f140490cbb3593 (1),da0a989e873b30d094f140490cbb3593 (Open),2022-05-30 22:02:07,2965408,34.321851851851854,0,0.0
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-04-26 14:18:40.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,a0294496877730d094f140490cbb3507 (1),a0294496877730d094f140490cbb3507 (Open),2022-05-30 22:02:07,2965408,34.321851851851854,0,0.0
55dbb21e9747c554ee61bc8fe153af2e,00e9e12587604d9494f140490cbb357f,2022-04-26 14:18:41.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,00e9e12587604d9494f140490cbb357f (1),00e9e12587604d9494f140490cbb357f (Open),2022-05-30 22:02:07,2965407,34.32184027777778,1,1.1574074074074072e-05
55dbb21e9747c554ee61bc8fe153af2e,5d27f19587ff709094f140490cbb3528,2022-04-26 14:18:41.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,5d27f19587ff709094f140490cbb3528 (1),5d27f19587ff709094f140490cbb3528 (Open),2022-05-30 22:02:07,2965407,34.32184027777778,1,1.1574074074074072e-05
55dbb21e9747c554ee61bc8fe153af2e,176708de873730d094f140490cbb35c8,2022-04-26 14:18:41.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,176708de873730d094f140490cbb35c8 (1),176708de873730d094f140490cbb35c8 (Open),2022-05-30 22:02:07,2965407,34.32184027777778,1,1.1574074074074072e-05
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-04-26 14:18:41.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (1),9e7005e2db8f50107ea8264cd39619b5 (Open),2022-05-30 22:02:07,2965407,34.32184027777778,1,1.1574074074074072e-05
55dbb21e9747c554ee61bc8fe153af2e,b019b9a2dba71454b890bd5c68961990,2022-04-26 14:18:41.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,b019b9a2dba71454b890bd5c68961990 (1),b019b9a2dba71454b890bd5c68961990 (Open),2022-05-30 22:02:07,2965407,34.32184027777778,1,1.1574074074074072e-05
55dbb21e9747c554ee61bc8fe153af2e,590a79518733b09094f140490cbb3580,2022-04-26 14:18:42.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,590a79518733b09094f140490cbb3580 (1),590a79518733b09094f140490cbb3580 (Open),2022-05-30 22:02:07,2965406,34.3218287037037,2,2.3148148148148147e-05
55dbb21e9747c554ee61bc8fe153af2e,3385105e87f730d094f140490cbb35cd,2022-04-26 14:18:42.000,fd788121db5ea050816b7b42f396192f,1,Closed Complete,3385105e87f730d094f140490cbb35cd (1),3385105e87f730d094f140490cbb35cd (Open),2022-05-30 22:02:07,2965406,34.3218287037037,2,2.3148148148148147e-05
55dbb21e9747c554ee61bc8fe153af2e,8e4d445287b730d094f140490cbb35b4,2022-04-26 14:18:42.000,ccc88337db3d2410ca98166f29961929,1,Closed Complete,8e4d445287b730d094f140490cbb35b4 (1),8e4d445287b730d094f140490cbb35b4 (Open),2022-05-30 22:02:07,2965406,34.3218287037037,2,2.3148148148148147e-05
55dbb21e9747c554ee61bc8fe153af2e,aa347d1d87bf709094f140490cbb35a2,2022-04-26 14:18:43.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,aa347d1d87bf709094f140490cbb35a2 (1),aa347d1d87bf709094f140490cbb35a2 (Open),2022-05-30 22:02:07,2965405,34.32181712962963,3,3.472222222222222e-05
55dbb21e9747c554ee61bc8fe153af2e,16ef04da87b730d094f140490cbb350d,2022-04-26 14:23:40.000,44c88337db3d2410ca98166f2996192d,1,Closed Complete,16ef04da87b730d094f140490cbb350d (1),16ef04da87b730d094f140490cbb350d (Open),2022-05-30 22:02:07,2965108,34.31837962962963,300,0.0034722222222222
55dbb21e9747c554ee61bc8fe153af2e,c04428de87fb30d094f140490cbb3516,2022-04-26 14:27:04.000,,3,Closed Complete,c04428de87fb30d094f140490cbb3516 (3),c04428de87fb30d094f140490cbb3516 (Closed Complete),2022-05-30 22:02:07,2964904,34.31601851851852,504,0.0058333333333333
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-26 14:48:30.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-30 22:02:07,2963618,34.30113425925926,1790,0.0207175925925925
55dbb21e9747c554ee61bc8fe153af2e,40abdc16877b30d094f140490cbb351d,2022-04-26 15:02:21.000,fd53facf1b4690501f91759b1d4bcb82,-5,Closed Complete,40abdc16877b30d094f140490cbb351d (-5),40abdc16877b30d094f140490cbb351d (Pending),2022-05-30 22:02:07,2962787,34.2915162037037,2621,0.0303356481481481
55dbb21e9747c554ee61bc8fe153af2e,8e4d445287b730d094f140490cbb35b4,2022-04-27 03:37:53.000,ccc88337db3d2410ca98166f29961929,1,Closed Complete,8e4d445287b730d094f140490cbb35b4 (1),8e4d445287b730d094f140490cbb35b4 (Open),2022-05-30 22:02:07,2917455,33.766840277777774,47953,0.5550115740740741
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-27 08:10:13.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-30 22:02:07,2901115,33.577719907407406,64293,0.7441319444444444
55dbb21e9747c554ee61bc8fe153af2e,00e9e12587604d9494f140490cbb357f,2022-04-27 08:11:28.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,00e9e12587604d9494f140490cbb357f (1),00e9e12587604d9494f140490cbb357f (Open),2022-05-30 22:02:07,2901040,33.57685185185185,64368,0.745
55dbb21e9747c554ee61bc8fe153af2e,590a79518733b09094f140490cbb3580,2022-04-27 08:12:05.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,590a79518733b09094f140490cbb3580 (1),590a79518733b09094f140490cbb3580 (Open),2022-05-30 22:02:07,2901003,33.57642361111111,64405,0.7454282407407408
55dbb21e9747c554ee61bc8fe153af2e,aa347d1d87bf709094f140490cbb35a2,2022-04-27 08:13:18.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,aa347d1d87bf709094f140490cbb35a2 (1),aa347d1d87bf709094f140490cbb35a2 (Open),2022-05-30 22:02:07,2900930,33.575578703703705,64478,0.7462731481481482
55dbb21e9747c554ee61bc8fe153af2e,176708de873730d094f140490cbb35c8,2022-04-27 08:13:47.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,176708de873730d094f140490cbb35c8 (1),176708de873730d094f140490cbb35c8 (Open),2022-05-30 22:02:07,2900901,33.57524305555555,64507,0.7466087962962963
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-04-27 09:15:56.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (1),9e7005e2db8f50107ea8264cd39619b5 (Open),2022-05-30 22:02:07,2897172,33.53208333333333,68236,0.7897685185185185
55dbb21e9747c554ee61bc8fe153af2e,5d27f19587ff709094f140490cbb3528,2022-04-27 09:16:22.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,5d27f19587ff709094f140490cbb3528 (1),5d27f19587ff709094f140490cbb3528 (Open),2022-05-30 22:02:07,2897146,33.531782407407405,68262,0.7900694444444445
55dbb21e9747c554ee61bc8fe153af2e,b019b9a2dba71454b890bd5c68961990,2022-04-27 10:00:36.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,b019b9a2dba71454b890bd5c68961990 (1),b019b9a2dba71454b890bd5c68961990 (Open),2022-05-30 22:02:07,2894492,33.50106481481482,70916,0.820787037037037
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-04-27 10:09:30.000,33b84337db3d2410ca98166f299619ba,1,Closed Complete,a0294496877730d094f140490cbb3507 (1),a0294496877730d094f140490cbb3507 (Open),2022-05-30 22:02:07,2893958,33.49488425925926,71450,0.8269675925925926
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-27 12:57:07.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-30 22:02:07,2883901,33.378483796296294,81507,0.9433680555555556
55dbb21e9747c554ee61bc8fe153af2e,da0a989e873b30d094f140490cbb3593,2022-04-27 13:44:01.000,ffb84337db3d2410ca98166f299619c5,1,Closed Complete,da0a989e873b30d094f140490cbb3593 (1),da0a989e873b30d094f140490cbb3593 (Open),2022-05-30 22:02:07,2881087,33.34591435185185,84321,0.9759375
55dbb21e9747c554ee61bc8fe153af2e,5d27f19587ff709094f140490cbb3528,2022-04-27 14:07:05.000,04c88337db3d2410ca98166f29961943,-5,Closed Complete,5d27f19587ff709094f140490cbb3528 (-5),5d27f19587ff709094f140490cbb3528 (Pending),2022-05-30 22:02:07,2879703,33.32989583333333,85705,0.9919560185185186
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-28 10:48:27.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-30 22:02:07,2805221,32.467835648148146,160187,1.854016203703704
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-28 13:04:51.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (122),7ba4ec3e1be7749456f2ece5604bcb07 (Request Fulfilled),2022-05-30 22:02:07,2797037,32.37311342592593,168371,1.948738425925926
55dbb21e9747c554ee61bc8fe153af2e,176708de873730d094f140490cbb35c8,2022-04-28 13:09:03.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,176708de873730d094f140490cbb35c8 (122),176708de873730d094f140490cbb35c8 (Request Fulfilled),2022-05-30 22:02:07,2796785,32.37019675925926,168623,1.9516550925925928
55dbb21e9747c554ee61bc8fe153af2e,b019b9a2dba71454b890bd5c68961990,2022-04-28 13:13:28.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,b019b9a2dba71454b890bd5c68961990 (122),b019b9a2dba71454b890bd5c68961990 (Request Fulfilled),2022-05-30 22:02:07,2796520,32.36712962962963,168888,1.9547222222222225
55dbb21e9747c554ee61bc8fe153af2e,590a79518733b09094f140490cbb3580,2022-04-28 13:24:01.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,590a79518733b09094f140490cbb3580 (122),590a79518733b09094f140490cbb3580 (Request Fulfilled),2022-05-30 22:02:07,2795887,32.35980324074074,169521,1.962048611111111
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-04-28 15:54:48.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (1),9e7005e2db8f50107ea8264cd39619b5 (Open),2022-05-30 22:02:07,2786840,32.25509259259259,178568,2.066759259259259
55dbb21e9747c554ee61bc8fe153af2e,16ef04da87b730d094f140490cbb350d,2022-04-28 16:13:49.000,44c88337db3d2410ca98166f2996192d,122,Closed Complete,16ef04da87b730d094f140490cbb350d (122),16ef04da87b730d094f140490cbb350d (Request Fulfilled),2022-05-30 22:02:07,2785699,32.24188657407407,179709,2.0799652777777777
55dbb21e9747c554ee61bc8fe153af2e,aa347d1d87bf709094f140490cbb35a2,2022-04-28 16:14:02.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,aa347d1d87bf709094f140490cbb35a2 (122),aa347d1d87bf709094f140490cbb35a2 (Request Fulfilled),2022-05-30 22:02:07,2785686,32.24173611111111,179722,2.080115740740741
55dbb21e9747c554ee61bc8fe153af2e,8e4d445287b730d094f140490cbb35b4,2022-04-29 03:43:15.000,ccc88337db3d2410ca98166f29961929,122,Closed Complete,8e4d445287b730d094f140490cbb35b4 (122),8e4d445287b730d094f140490cbb35b4 (Request Fulfilled),2022-05-30 22:02:07,2744333,31.763113425925926,221075,2.558738425925926
55dbb21e9747c554ee61bc8fe153af2e,3385105e87f730d094f140490cbb35cd,2022-04-29 12:19:29.000,fd788121db5ea050816b7b42f396192f,2,Closed Complete,3385105e87f730d094f140490cbb35cd (2),3385105e87f730d094f140490cbb35cd (Work in Progress),2022-05-30 22:02:07,2713359,31.40461805555556,252049,2.9172337962962964
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-04-29 12:59:19.000,33b84337db3d2410ca98166f299619ba,-5,Closed Complete,a0294496877730d094f140490cbb3507 (-5),a0294496877730d094f140490cbb3507 (Pending),2022-05-30 22:02:07,2710969,31.37695601851852,254439,2.9448958333333333
55dbb21e9747c554ee61bc8fe153af2e,2f4d9e1fdb5b14507ea8264cd39619f9,2022-04-29 13:04:06.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,2f4d9e1fdb5b14507ea8264cd39619f9 (122),2f4d9e1fdb5b14507ea8264cd39619f9 (Request Fulfilled),2022-05-30 22:02:07,2710682,31.37363425925926,254726,2.9482175925925924
55dbb21e9747c554ee61bc8fe153af2e,00e9e12587604d9494f140490cbb357f,2022-04-29 13:14:34.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,00e9e12587604d9494f140490cbb357f (122),00e9e12587604d9494f140490cbb357f (Request Fulfilled),2022-05-30 22:02:07,2710054,31.36636574074074,255354,2.955486111111111
55dbb21e9747c554ee61bc8fe153af2e,da0a989e873b30d094f140490cbb3593,2022-04-29 17:30:00.000,ffb84337db3d2410ca98166f299619c5,122,Closed Complete,da0a989e873b30d094f140490cbb3593 (122),da0a989e873b30d094f140490cbb3593 (Request Fulfilled),2022-05-30 22:02:07,2694728,31.18898148148148,270680,3.1328703703703704
55dbb21e9747c554ee61bc8fe153af2e,5d27f19587ff709094f140490cbb3528,2022-04-30 17:56:07.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,5d27f19587ff709094f140490cbb3528 (122),5d27f19587ff709094f140490cbb3528 (Request Fulfilled),2022-05-30 22:02:07,2606761,30.170844907407407,358647,4.151006944444444
55dbb21e9747c554ee61bc8fe153af2e,40abdc16877b30d094f140490cbb351d,2022-05-03 08:44:07.000,fd53facf1b4690501f91759b1d4bcb82,3,Closed Complete,40abdc16877b30d094f140490cbb351d (3),40abdc16877b30d094f140490cbb351d (Closed Complete),2022-05-30 22:02:07,2380681,27.55417824074074,584727,6.767673611111111
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-05-03 14:52:22.000,04c88337db3d2410ca98166f29961943,-5,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (-5),9e7005e2db8f50107ea8264cd39619b5 (Pending),2022-05-30 22:02:07,2358586,27.298449074074075,606822,7.023402777777778
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-05-05 07:46:07.000,33b84337db3d2410ca98166f299619ba,122,Closed Complete,a0294496877730d094f140490cbb3507 (122),a0294496877730d094f140490cbb3507 (Request Fulfilled),2022-05-30 22:02:07,2211361,25.59445601851852,754047,8.727395833333333
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-05-05 10:19:26.000,33b84337db3d2410ca98166f299619ba,1,Closed Complete,a0294496877730d094f140490cbb3507 (1),a0294496877730d094f140490cbb3507 (Open),2022-05-30 22:02:07,2202162,25.48798611111112,763246,8.833865740740741
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-05-05 12:47:03.000,33b84337db3d2410ca98166f299619ba,122,Closed Complete,a0294496877730d094f140490cbb3507 (122),a0294496877730d094f140490cbb3507 (Request Fulfilled),2022-05-30 22:02:07,2193305,25.38547453703704,772103,8.936377314814814
55dbb21e9747c554ee61bc8fe153af2e,aa347d1d87bf709094f140490cbb35a2,2022-05-06 08:27:50.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,aa347d1d87bf709094f140490cbb35a2 (3),aa347d1d87bf709094f140490cbb35a2 (Closed Complete),2022-05-30 22:02:07,2122458,24.56548611111111,842950,9.75636574074074
55dbb21e9747c554ee61bc8fe153af2e,2f4d9e1fdb5b14507ea8264cd39619f9,2022-05-06 08:28:32.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,2f4d9e1fdb5b14507ea8264cd39619f9 (3),2f4d9e1fdb5b14507ea8264cd39619f9 (Closed Complete),2022-05-30 22:02:07,2122416,24.565,842992,9.756851851851852
55dbb21e9747c554ee61bc8fe153af2e,590a79518733b09094f140490cbb3580,2022-05-06 08:28:46.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,590a79518733b09094f140490cbb3580 (3),590a79518733b09094f140490cbb3580 (Closed Complete),2022-05-30 22:02:07,2122402,24.56483796296296,843006,9.757013888888888
55dbb21e9747c554ee61bc8fe153af2e,7ba4ec3e1be7749456f2ece5604bcb07,2022-05-06 08:29:25.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (3),7ba4ec3e1be7749456f2ece5604bcb07 (Closed Complete),2022-05-30 22:02:07,2122363,24.564386574074074,843045,9.757465277777778
55dbb21e9747c554ee61bc8fe153af2e,b019b9a2dba71454b890bd5c68961990,2022-05-06 08:30:46.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,b019b9a2dba71454b890bd5c68961990 (3),b019b9a2dba71454b890bd5c68961990 (Closed Complete),2022-05-30 22:02:07,2122282,24.563449074074075,843126,9.758402777777778
55dbb21e9747c554ee61bc8fe153af2e,16ef04da87b730d094f140490cbb350d,2022-05-06 08:31:05.000,44c88337db3d2410ca98166f2996192d,3,Closed Complete,16ef04da87b730d094f140490cbb350d (3),16ef04da87b730d094f140490cbb350d (Closed Complete),2022-05-30 22:02:07,2122263,24.563229166666662,843145,9.758622685185186
55dbb21e9747c554ee61bc8fe153af2e,00e9e12587604d9494f140490cbb357f,2022-05-06 08:31:29.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,00e9e12587604d9494f140490cbb357f (3),00e9e12587604d9494f140490cbb357f (Closed Complete),2022-05-30 22:02:07,2122239,24.562951388888887,843169,9.758900462962965
55dbb21e9747c554ee61bc8fe153af2e,5d27f19587ff709094f140490cbb3528,2022-05-06 08:31:45.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,5d27f19587ff709094f140490cbb3528 (3),5d27f19587ff709094f140490cbb3528 (Closed Complete),2022-05-30 22:02:07,2122223,24.562766203703703,843185,9.759085648148147
55dbb21e9747c554ee61bc8fe153af2e,176708de873730d094f140490cbb35c8,2022-05-06 08:32:08.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,176708de873730d094f140490cbb35c8 (3),176708de873730d094f140490cbb35c8 (Closed Complete),2022-05-30 22:02:07,2122200,24.5625,843208,9.759351851851852
55dbb21e9747c554ee61bc8fe153af2e,da0a989e873b30d094f140490cbb3593,2022-05-06 08:32:23.000,ffb84337db3d2410ca98166f299619c5,3,Closed Complete,da0a989e873b30d094f140490cbb3593 (3),da0a989e873b30d094f140490cbb3593 (Closed Complete),2022-05-30 22:02:07,2122185,24.562326388888888,843223,9.759525462962962
55dbb21e9747c554ee61bc8fe153af2e,8e4d445287b730d094f140490cbb35b4,2022-05-06 08:32:51.000,ccc88337db3d2410ca98166f29961929,3,Closed Complete,8e4d445287b730d094f140490cbb35b4 (3),8e4d445287b730d094f140490cbb35b4 (Closed Complete),2022-05-30 22:02:07,2122157,24.562002314814816,843251,9.759849537037036
55dbb21e9747c554ee61bc8fe153af2e,a0294496877730d094f140490cbb3507,2022-05-06 08:33:36.000,33b84337db3d2410ca98166f299619ba,3,Closed Complete,a0294496877730d094f140490cbb3507 (3),a0294496877730d094f140490cbb3507 (Closed Complete),2022-05-30 22:02:07,2122112,24.561481481481483,843296,9.76037037037037
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-05-10 15:40:55.000,04c88337db3d2410ca98166f29961943,2,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (2),9e7005e2db8f50107ea8264cd39619b5 (Work in Progress),2022-05-30 22:02:07,1750873,20.26473379629629,1214535,14.057118055555556
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-05-12 09:51:36.000,04c88337db3d2410ca98166f29961943,2,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (2),9e7005e2db8f50107ea8264cd39619b5 (Work in Progress),2022-05-30 22:02:07,1599032,18.507314814814816,1366376,15.814537037037036
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-05-13 12:54:33.000,04c88337db3d2410ca98166f29961943,122,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (122),9e7005e2db8f50107ea8264cd39619b5 (Request Fulfilled),2022-05-30 22:02:07,1501655,17.380266203703705,1463753,16.94158564814815
55dbb21e9747c554ee61bc8fe153af2e,9e7005e2db8f50107ea8264cd39619b5,2022-05-23 09:45:22.000,04c88337db3d2410ca98166f29961943,3,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (3),9e7005e2db8f50107ea8264cd39619b5 (Closed Complete),2022-05-30 22:02:07,649006,7.511643518518518,2316402,26.81020833333333
55dbb21e9747c554ee61bc8fe153af2e,3385105e87f730d094f140490cbb35cd,2022-05-30 22:02:07.000,fd788121db5ea050816b7b42f396192f,3,Closed Complete,3385105e87f730d094f140490cbb35cd (3),3385105e87f730d094f140490cbb35cd (Closed Complete),2022-05-30 22:02:07,1,1.1574074074074072e-05,2965407,34.32184027777778
8ed0b2a6974f4194ee61bc8fe153af67,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-27 08:11:02.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-21 06:01:02,2065801,23.909733796296297,0,0.0
8ed0b2a6974f4194ee61bc8fe153af67,8e4d445287b730d094f140490cbb35b4,2022-04-27 08:11:03.000,ccc88337db3d2410ca98166f29961929,1,Closed Complete,8e4d445287b730d094f140490cbb35b4 (1),8e4d445287b730d094f140490cbb35b4 (Open),2022-05-21 06:01:02,2065800,23.90972222222222,1,1.1574074074074072e-05
8ed0b2a6974f4194ee61bc8fe153af67,40abdc16877b30d094f140490cbb351d,2022-04-27 08:11:03.000,fd53facf1b4690501f91759b1d4bcb82,1,Closed Complete,40abdc16877b30d094f140490cbb351d (1),40abdc16877b30d094f140490cbb351d (Open),2022-05-21 06:01:02,2065800,23.90972222222222,1,1.1574074074074072e-05
8ed0b2a6974f4194ee61bc8fe153af67,da0a989e873b30d094f140490cbb3593,2022-04-27 08:11:03.000,ffb84337db3d2410ca98166f299619c5,1,Closed Complete,da0a989e873b30d094f140490cbb3593 (1),da0a989e873b30d094f140490cbb3593 (Open),2022-05-21 06:01:02,2065800,23.90972222222222,1,1.1574074074074072e-05
8ed0b2a6974f4194ee61bc8fe153af67,9e7005e2db8f50107ea8264cd39619b5,2022-04-27 08:11:03.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (1),9e7005e2db8f50107ea8264cd39619b5 (Open),2022-05-21 06:01:02,2065800,23.90972222222222,1,1.1574074074074072e-05
8ed0b2a6974f4194ee61bc8fe153af67,00e9e12587604d9494f140490cbb357f,2022-04-27 08:12:37.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,00e9e12587604d9494f140490cbb357f (1),00e9e12587604d9494f140490cbb357f (Open),2022-05-21 06:01:02,2065706,23.90863425925926,95,0.001099537037037
8ed0b2a6974f4194ee61bc8fe153af67,aa347d1d87bf709094f140490cbb35a2,2022-04-27 08:12:55.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,aa347d1d87bf709094f140490cbb35a2 (1),aa347d1d87bf709094f140490cbb35a2 (Open),2022-05-21 06:01:02,2065688,23.90842592592593,113,0.0013078703703703
8ed0b2a6974f4194ee61bc8fe153af67,5d27f19587ff709094f140490cbb3528,2022-04-27 08:14:27.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,5d27f19587ff709094f140490cbb3528 (1),5d27f19587ff709094f140490cbb3528 (Open),2022-05-21 06:01:02,2065596,23.90736111111111,205,0.0023726851851851
8ed0b2a6974f4194ee61bc8fe153af67,3385105e87f730d094f140490cbb35cd,2022-04-27 08:26:47.000,fd788121db5ea050816b7b42f396192f,2,Closed Complete,3385105e87f730d094f140490cbb35cd (2),3385105e87f730d094f140490cbb35cd (Work in Progress),2022-05-21 06:01:02,2064856,23.898796296296297,945,0.0109375
8ed0b2a6974f4194ee61bc8fe153af67,c04428de87fb30d094f140490cbb3516,2022-04-27 08:29:27.000,c8c88337db3d2410ca98166f2996191f,1,Closed Complete,c04428de87fb30d094f140490cbb3516 (1),c04428de87fb30d094f140490cbb3516 (Open),2022-05-21 06:01:02,2064696,23.896944444444443,1105,0.0127893518518518
8ed0b2a6974f4194ee61bc8fe153af67,16ef04da87b730d094f140490cbb350d,2022-04-27 08:57:21.000,44c88337db3d2410ca98166f2996192d,1,Closed Complete,16ef04da87b730d094f140490cbb350d (1),16ef04da87b730d094f140490cbb350d (Open),2022-05-21 06:01:02,2063022,23.877569444444443,2779,0.0321643518518518
8ed0b2a6974f4194ee61bc8fe153af67,7ba4ec3e1be7749456f2ece5604bcb07,2022-04-27 12:55:01.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,7ba4ec3e1be7749456f2ece5604bcb07 (1),7ba4ec3e1be7749456f2ece5604bcb07 (Open),2022-05-21 06:01:02,2048762,23.712523148148147,17039,0.1972106481481481
8ed0b2a6974f4194ee61bc8fe153af67,da0a989e873b30d094f140490cbb3593,2022-04-27 13:44:10.000,ffb84337db3d2410ca98166f299619c5,1,Closed Complete,da0a989e873b30d094f140490cbb3593 (1),da0a989e873b30d094f140490cbb3593 (Open),2022-05-21 06:01:02,2045813,23.678391203703704,19988,0.2313425925925926
8ed0b2a6974f4194ee61bc8fe153af67,9e7005e2db8f50107ea8264cd39619b5,2022-04-28 15:55:06.000,04c88337db3d2410ca98166f29961943,1,Closed Complete,9e7005e2db8f50107ea8264cd39619b5 (1),9e7005e2db8f50107ea8264cd39619b5 (Open),2022-05-21 06:01:02,1951557,22.587465277777778,114244,1.3222685185185186
8ed0b2a6974f4194ee61bc8fe153af67,16ef04da87b730d094f140490cbb350d,2022-04-28 18:02:50.000,44c88337db3d2410ca98166f2996192d,-5,Closed Complete,16ef04da87b730d094f140490cbb350d (-5),16ef04da87b730d094f140490cbb350d (Pending),2022-05-21 06:01:02,1943893,22.49876157407408,121908,1.4109722222222223
